sentence	label
"Coming from someone who has demonstrated an inability to think critically, that's just rich Scott. The parallel, which, like a 747, appears to be way over your head, addressed your silly ""follow the business license you agreed to"" comment. The baker did not refuse to sell them a cake out of the display case, he refused the offer to hire him for the sole benefit of the homosexual couple. The license the baker agreed to was to sell items that exist to the next person wanting to purchase them, not to be compelled to enter into contracts he didn't wish to be party to for the purpose of creating something solely for the benefit of the other party. That is analogous to the Jewish restaurant owner being compelled to cater any occasion because he caters some occasions. The restaurant comparison you attempt is fatally flawed Scott. It fails the most basic test of logic and reason, classes you either didn't take or failed miserably based on your offerings to date."	1
"The academics in my family describe themselves as social Marxist, I describe them as crazed left wing nuts. "" POVERTY PIMPS """	1
Guess republicans don't want people to know it was George W. Bush Sr that negotiated and crafted nafta .	0
Of course, the Episcopalians did everything and now they've become irrelevant.	0
Sanders is probably the only candidate who could lose to Trump.	0
"That any one would believe the whole "" Democrats are for the little guy"" makes me think that Gruber was right. ACA Architect: 'The Stupidity Of The American ( Democrat )Voter' Led Us To Hide Obamacare's True Costs From The Public http://www.forbes.com/sites/theapothecary/2014/11/10/aca-architect-the-stupidity-of-the-american-voter-led-us-to-hide-obamacares-tax-hikes-and-subsidies-from-the-public/#4007218c779b"	1
No I don't agree to pay this guy any money. I have worked long and hard for the money I have earned. My life growing up was no picnic either. Sometimes I think you people who are trying to run our country are so stupid. Since you people seemed to have lots of money take the money out of your bank account.	1
I read the comments on here about the lousy coffee and food they serve. Some body must be buying it, it's not that bad. They are the number one franchise in Canada for a reason. I for one , like their food and coffee, so do many Canadians it seems.	0
No one is specifically supportive of Assad, not sure where you noticed this? Trump wants a better relationship with Russia, what is wrong with that. Making Russian the boogeyman has not done anyone any good. Most of the people were killed in Syria due to the west's meddling. The rebels were founded and funded by the west. The only reason so many people died in Aleppo is because of the rebels refusing to give up and west supporting it. The west is responsible for most of the death in Syria and Ukraine sorry to tell you.	0
Our justice system is broken because the ones who operate it either don't care or are easily influenced by people of means. Clearly, welfare kids don't come from families that run in the same social circles as prosecutors and judges. University chancellors are able to wield political influence and the ridiculously low bail amount for an individual with his criminal background is further proof William Spindle has interjected himself into the process and our spineless judges complied to his wishes. Utterly shameful.	0
